"Statistic Label","Month","Time Bands","UNIT","VALUE"
"Renewable electricity generation percentage","2020 December","10:00  <  10:30","%","45"
"Renewable electricity generation percentage","2020 December","10:30  <  11:00","%","45"
"Renewable electricity generation percentage","2020 December","11:00  <  11:30","%","46"
"Renewable electricity generation percentage","2020 December","11:30  <  12:00","%","46"
"Renewable electricity generation percentage","2020 December","12:00  <  12:30","%","47"
"Renewable electricity generation percentage","2020 December","12:30  <  13:00","%","46"
"Renewable electricity generation percentage","2020 December","13:00  <  13:30","%","47"
"Renewable electricity generation percentage","2020 December","13:30  <  14:00","%","47"
"Renewable electricity generation percentage","2020 December","14:00  <  14:30","%","48"
"Renewable electricity generation percentage","2020 December","14:30  <  15:00","%","47"
"Renewable electricity generation percentage","2020 December","15:00  <  15:30","%","47"
"Renewable electricity generation percentage","2020 December","15:30  <  16:00","%","47"
"Renewable electricity generation percentage","2020 December","16:00  <  16:30","%","45"
"Renewable electricity generation percentage","2020 December","16:30  <  17:00","%","43"
"Renewable electricity generation percentage","2020 December","17:00  <  17:30","%","43"
"Renewable electricity generation percentage","2020 December","17:30  <  18:00","%","43"
"Renewable electricity generation percentage","2020 December","18:00  <  18:30","%","45"
"Renewable electricity generation percentage","2020 December","18:30  <  19:00","%","47"
"Renewable electricity generation percentage","2020 December","19:00  <  19:30","%","47"
"Renewable electricity generation percentage","2020 December","19:30  <  20:00","%","49"
"Renewable electricity generation percentage","2020 December","20:00  <  20:30","%","49"
"Renewable electricity generation percentage","2020 December","20:30  <  21:00","%","49"
"Renewable electricity generation percentage","2020 December","21:00  <  21:30","%","50"
"Renewable electricity generation percentage","2020 December","21:30  <  22:00","%","51"
"Renewable electricity generation percentage","2020 December","22:00  <  22:30","%","53"
"Renewable electricity generation percentage","2020 December","22:30  <  23:00","%","54"
"Renewable electricity generation percentage","2020 December","23:00  <  23:30","%","55"
"Renewable electricity generation percentage","2020 December","23:30  <  00:00","%","55"
"Renewable electricity generation percentage","2021 January","00:00  <  00:30","%","46"
"Renewable electricity generation percentage","2021 January","00:30  <  01:00","%","46"
"Renewable electricity generation percentage","2021 January","01:00  <  01:30","%","46"
"Renewable electricity generation percentage","2021 January","01:30  <  02:00","%","47"
"Renewable electricity generation percentage","2021 January","02:00  <  02:30","%","48"
"Renewable electricity generation percentage","2021 January","02:30  <  03:00","%","48"
"Renewable electricity generation percentage","2021 January","03:00  <  03:30","%","48"
"Renewable electricity generation percentage","2021 January","03:30  <  04:00","%","49"
"Renewable electricity generation percentage","2021 January","04:00  <  04:30","%","50"
"Renewable electricity generation percentage","2021 January","04:30  <  05:00","%","50"
"Renewable electricity generation percentage","2021 January","05:00  <  05:30","%","49"
"Renewable electricity generation percentage","2021 January","05:30  <  06:00","%","48"
"Renewable electricity generation percentage","2021 January","06:00  <  06:30","%","47"
"Renewable electricity generation percentage","2021 January","06:30  <  07:00","%","46"
"Renewable electricity generation percentage","2021 January","07:00  <  07:30","%","44"
"Renewable electricity generation percentage","2021 January","07:30  <  08:00","%","43"
"Renewable electricity generation percentage","2021 January","08:00  <  08:30","%","42"
"Renewable electricity generation percentage","2021 January","08:30  <  09:00","%","40"
"Renewable electricity generation percentage","2021 January","09:00  <  09:30","%","39"
"Renewable electricity generation percentage","2021 January","09:30  <  10:00","%","38"
"Renewable electricity generation percentage","2021 January","10:00  <  10:30","%","37"
"Renewable electricity generation percentage","2021 January","10:30  <  11:00","%","36"
"Renewable electricity generation percentage","2021 January","11:00  <  11:30","%","35"
"Renewable electricity generation percentage","2021 January","11:30  <  12:00","%","34"
"Renewable electricity generation percentage","2021 January","12:00  <  12:30","%","33"
"Renewable electricity generation percentage","2021 January","12:30  <  13:00","%","33"
"Renewable electricity generation percentage","2021 January","13:00  <  13:30","%","33"
"Renewable electricity generation percentage","2021 January","13:30  <  14:00","%","34"
"Renewable electricity generation percentage","2021 January","14:00  <  14:30","%","34"
"Renewable electricity generation percentage","2021 January","14:30  <  15:00","%","35"
"Renewable electricity generation percentage","2021 January","15:00  <  15:30","%","35"
"Renewable electricity generation percentage","2021 January","15:30  <  16:00","%","34"
"Renewable electricity generation percentage","2021 January","16:00  <  16:30","%","34"
"Renewable electricity generation percentage","2021 January","16:30  <  17:00","%","32"
"Renewable electricity generation percentage","2021 January","17:00  <  17:30","%","32"
"Renewable electricity generation percentage","2021 January","17:30  <  18:00","%","31"
"Renewable electricity generation percentage","2021 January","18:00  <  18:30","%","32"
"Renewable electricity generation percentage","2021 January","18:30  <  19:00","%","33"
"Renewable electricity generation percentage","2021 January","19:00  <  19:30","%","33"
"Renewable electricity generation percentage","2021 January","19:30  <  20:00","%","35"
"Renewable electricity generation percentage","2021 January","20:00  <  20:30","%","36"
"Renewable electricity generation percentage","2021 January","20:30  <  21:00","%","38"
"Renewable electricity generation percentage","2021 January","21:00  <  21:30","%","39"
"Renewable electricity generation percentage","2021 January","21:30  <  22:00","%","40"
"Renewable electricity generation percentage","2021 January","22:00  <  22:30","%","42"
"Renewable electricity generation percentage","2021 January","22:30  <  23:00","%","43"
"Renewable electricity generation percentage","2021 January","23:00  <  23:30","%","43"
"Renewable electricity generation percentage","2021 January","23:30  <  00:00","%","44"
"Renewable electricity generation percentage","2021 February","00:00  <  00:30","%","64"
"Renewable electricity generation percentage","2021 February","00:30  <  01:00","%","63"
"Renewable electricity generation percentage","2021 February","01:00  <  01:30","%","63"
"Renewable electricity generation percentage","2021 February","01:30  <  02:00","%","64"
"Renewable electricity generation percentage","2021 February","02:00  <  02:30","%","65"
"Renewable electricity generation percentage","2021 February","02:30  <  03:00","%","65"
"Renewable electricity generation percentage","2021 February","03:00  <  03:30","%","65"
"Renewable electricity generation percentage","2021 February","03:30  <  04:00","%","65"
"Renewable electricity generation percentage","2021 February","04:00  <  04:30","%","65"
"Renewable electricity generation percentage","2021 February","04:30  <  05:00","%","64"
"Renewable electricity generation percentage","2021 February","05:00  <  05:30","%","63"
"Renewable electricity generation percentage","2021 February","05:30  <  06:00","%","63"
"Renewable electricity generation percentage","2021 February","06:00  <  06:30","%","62"
"Renewable electricity generation percentage","2021 February","06:30  <  07:00","%","61"
"Renewable electricity generation percentage","2021 February","07:00  <  07:30","%","61"
"Renewable electricity generation percentage","2021 February","07:30  <  08:00","%","59"
"Renewable electricity generation percentage","2021 February","08:00  <  08:30","%","58"
"Renewable electricity generation percentage","2021 February","08:30  <  09:00","%","55"
"Renewable electricity generation percentage","2021 February","09:00  <  09:30","%","55"
"Renewable electricity generation percentage","2021 February","09:30  <  10:00","%","54"
"Renewable electricity generation percentage","2021 February","10:00  <  10:30","%","54"
"Renewable electricity generation percentage","2021 February","10:30  <  11:00","%","55"
"Renewable electricity generation percentage","2021 February","11:00  <  11:30","%","56"
"Renewable electricity generation percentage","2021 February","11:30  <  12:00","%","56"
"Renewable electricity generation percentage","2021 February","12:00  <  12:30","%","55"
"Renewable electricity generation percentage","2021 February","12:30  <  13:00","%","55"
"Renewable electricity generation percentage","2021 February","13:00  <  13:30","%","55"
"Renewable electricity generation percentage","2021 February","13:30  <  14:00","%","56"
"Renewable electricity generation percentage","2021 February","14:00  <  14:30","%","56"
"Renewable electricity generation percentage","2021 February","14:30  <  15:00","%","57"
"Renewable electricity generation percentage","2021 February","15:00  <  15:30","%","56"
"Renewable electricity generation percentage","2021 February","15:30  <  16:00","%","56"
"Renewable electricity generation percentage","2021 February","16:00  <  16:30","%","54"
"Renewable electricity generation percentage","2021 February","16:30  <  17:00","%","52"
"Renewable electricity generation percentage","2021 February","17:00  <  17:30","%","50"
"Renewable electricity generation percentage","2021 February","17:30  <  18:00","%","49"
"Renewable electricity generation percentage","2021 February","18:00  <  18:30","%","49"
"Renewable electricity generation percentage","2021 February","18:30  <  19:00","%","51"
"Renewable electricity generation percentage","2021 February","19:00  <  19:30","%","52"
"Renewable electricity generation percentage","2021 February","19:30  <  20:00","%","54"
"Renewable electricity generation percentage","2021 February","20:00  <  20:30","%","56"
"Renewable electricity generation percentage","2021 February","20:30  <  21:00","%","58"
"Renewable electricity generation percentage","2021 February","21:00  <  21:30","%","59"
"Renewable electricity generation percentage","2021 February","21:30  <  22:00","%","61"
"Renewable electricity generation percentage","2021 February","22:00  <  22:30","%","62"
"Renewable electricity generation percentage","2021 February","22:30  <  23:00","%","63"
"Renewable electricity generation percentage","2021 February","23:00  <  23:30","%","63"
"Renewable electricity generation percentage","2021 February","23:30  <  00:00","%","64"
"Renewable electricity generation percentage","2021 March","00:00  <  00:30","%","45"
"Renewable electricity generation percentage","2021 March","00:30  <  01:00","%","45"
"Renewable electricity generation percentage","2021 March","01:00  <  01:30","%","44"
"Renewable electricity generation percentage","2021 March","01:30  <  02:00","%","45"
"Renewable electricity generation percentage","2021 March","02:00  <  02:30","%","46"
"Renewable electricity generation percentage","2021 March","02:30  <  03:00","%","46"
"Renewable electricity generation percentage","2021 March","03:00  <  03:30","%","46"
"Renewable electricity generation percentage","2021 March","03:30  <  04:00","%","46"
"Renewable electricity generation percentage","2021 March","04:00  <  04:30","%","46"
"Renewable electricity generation percentage","2021 March","04:30  <  05:00","%","45"
"Renewable electricity generation percentage","2021 March","05:00  <  05:30","%","44"
"Renewable electricity generation percentage","2021 March","05:30  <  06:00","%","43"
"Renewable electricity generation percentage","2021 March","06:00  <  06:30","%","42"
"Renewable electricity generation percentage","2021 March","06:30  <  07:00","%","41"
"Renewable electricity generation percentage","2021 March","07:00  <  07:30","%","40"
"Renewable electricity generation percentage","2021 March","07:30  <  08:00","%","38"
"Renewable electricity generation percentage","2021 March","08:00  <  08:30","%","37"
"Renewable electricity generation percentage","2021 March","08:30  <  09:00","%","37"
"Renewable electricity generation percentage","2021 March","09:00  <  09:30","%","38"
"Renewable electricity generation percentage","2021 March","09:30  <  10:00","%","38"
"Renewable electricity generation percentage","2021 March","10:00  <  10:30","%","40"
"Renewable electricity generation percentage","2021 March","10:30  <  11:00","%","41"
"Renewable electricity generation percentage","2021 March","11:00  <  11:30","%","42"
"Renewable electricity generation percentage","2021 March","11:30  <  12:00","%","43"
"Renewable electricity generation percentage","2021 March","12:00  <  12:30","%","43"
"Renewable electricity generation percentage","2021 March","12:30  <  13:00","%","43"
"Renewable electricity generation percentage","2021 March","13:00  <  13:30","%","43"
"Renewable electricity generation percentage","2021 March","13:30  <  14:00","%","44"
"Renewable electricity generation percentage","2021 March","14:00  <  14:30","%","45"
"Renewable electricity generation percentage","2021 March","14:30  <  15:00","%","45"
"Renewable electricity generation percentage","2021 March","15:00  <  15:30","%","45"
"Renewable electricity generation percentage","2021 March","15:30  <  16:00","%","44"
"Renewable electricity generation percentage","2021 March","16:00  <  16:30","%","43"
"Renewable electricity generation percentage","2021 March","16:30  <  17:00","%","42"
"Renewable electricity generation percentage","2021 March","17:00  <  17:30","%","40"
"Renewable electricity generation percentage","2021 March","17:30  <  18:00","%","38"
"Renewable electricity generation percentage","2021 March","18:00  <  18:30","%","37"
"Renewable electricity generation percentage","2021 March","18:30  <  19:00","%","37"
"Renewable electricity generation percentage","2021 March","19:00  <  19:30","%","37"
"Renewable electricity generation percentage","2021 March","19:30  <  20:00","%","38"
"Renewable electricity generation percentage","2021 March","20:00  <  20:30","%","39"
"Renewable electricity generation percentage","2021 March","20:30  <  21:00","%","41"
"Renewable electricity generation percentage","2021 March","21:00  <  21:30","%","42"
"Renewable electricity generation percentage","2021 March","21:30  <  22:00","%","44"
"Renewable electricity generation percentage","2021 March","22:00  <  22:30","%","44"
"Renewable electricity generation percentage","2021 March","22:30  <  23:00","%","45"
"Renewable electricity generation percentage","2021 March","23:00  <  23:30","%","45"
"Renewable electricity generation percentage","2021 March","23:30  <  00:00","%","45"
"Renewable electricity generation percentage","2021 April","00:00  <  00:30","%","34"
"Renewable electricity generation percentage","2021 April","00:30  <  01:00","%","34"
"Renewable electricity generation percentage","2021 April","01:00  <  01:30","%","33"
"Renewable electricity generation percentage","2021 April","01:30  <  02:00","%","34"
"Renewable electricity generation percentage","2021 April","02:00  <  02:30","%","34"
"Renewable electricity generation percentage","2021 April","02:30  <  03:00","%","34"
"Renewable electricity generation percentage","2021 April","03:00  <  03:30","%","33"
"Renewable electricity generation percentage","2021 April","03:30  <  04:00","%","33"
"Renewable electricity generation percentage","2021 April","04:00  <  04:30","%","31"
"Renewable electricity generation percentage","2021 April","04:30  <  05:00","%","30"
"Renewable electricity generation percentage","2021 April","05:00  <  05:30","%","30"
"Renewable electricity generation percentage","2021 April","05:30  <  06:00","%","29"
"Renewable electricity generation percentage","2021 April","06:00  <  06:30","%","29"
"Renewable electricity generation percentage","2021 April","06:30  <  07:00","%","27"
"Renewable electricity generation percentage","2021 April","07:00  <  07:30","%","26"
"Renewable electricity generation percentage","2021 April","07:30  <  08:00","%","25"
"Renewable electricity generation percentage","2021 April","08:00  <  08:30","%","25"
"Renewable electricity generation percentage","2021 April","08:30  <  09:00","%","25"
"Renewable electricity generation percentage","2021 April","09:00  <  09:30","%","26"
"Renewable electricity generation percentage","2021 April","09:30  <  10:00","%","27"
"Renewable electricity generation percentage","2021 April","10:00  <  10:30","%","29"
"Renewable electricity generation percentage","2021 April","10:30  <  11:00","%","30"
"Renewable electricity generation percentage","2021 April","11:00  <  11:30","%","30"
"Renewable electricity generation percentage","2021 April","11:30  <  12:00","%","31"
"Renewable electricity generation percentage","2021 April","12:00  <  12:30","%","33"
"Renewable electricity generation percentage","2021 April","12:30  <  13:00","%","34"
"Renewable electricity generation percentage","2021 April","13:00  <  13:30","%","35"
"Renewable electricity generation percentage","2021 April","13:30  <  14:00","%","36"
"Renewable electricity generation percentage","2021 April","14:00  <  14:30","%","36"
"Renewable electricity generation percentage","2021 April","14:30  <  15:00","%","36"
"Renewable electricity generation percentage","2021 April","15:00  <  15:30","%","36"
"Renewable electricity generation percentage","2021 April","15:30  <  16:00","%","35"
"Renewable electricity generation percentage","2021 April","16:00  <  16:30","%","33"
"Renewable electricity generation percentage","2021 April","16:30  <  17:00","%","31"
"Renewable electricity generation percentage","2021 April","17:00  <  17:30","%","30"
"Renewable electricity generation percentage","2021 April","17:30  <  18:00","%","30"
"Renewable electricity generation percentage","2021 April","18:00  <  18:30","%","29"
"Renewable electricity generation percentage","2021 April","18:30  <  19:00","%","28"
"Renewable electricity generation percentage","2021 April","19:00  <  19:30","%","27"
"Renewable electricity generation percentage","2021 April","19:30  <  20:00","%","27"
"Renewable electricity generation percentage","2021 April","20:00  <  20:30","%","28"
"Renewable electricity generation percentage","2021 April","20:30  <  21:00","%","30"
"Renewable electricity generation percentage","2021 April","21:00  <  21:30","%","31"
"Renewable electricity generation percentage","2021 April","21:30  <  22:00","%","33"
"Renewable electricity generation percentage","2021 April","22:00  <  22:30","%","34"
"Renewable electricity generation percentage","2021 April","22:30  <  23:00","%","34"
"Renewable electricity generation percentage","2021 April","23:00  <  23:30","%","33"
"Renewable electricity generation percentage","2021 April","23:30  <  00:00","%","34"
"Renewable electricity generation percentage","2021 May","00:00  <  00:30","%","36"
"Renewable electricity generation percentage","2021 May","00:30  <  01:00","%","36"
"Renewable electricity generation percentage","2021 May","01:00  <  01:30","%","36"
"Renewable electricity generation percentage","2021 May","01:30  <  02:00","%","37"
"Renewable electricity generation percentage","2021 May","02:00  <  02:30","%","37"
"Renewable electricity generation percentage","2021 May","02:30  <  03:00","%","37"
"Renewable electricity generation percentage","2021 May","03:00  <  03:30","%","37"
"Renewable electricity generation percentage","2021 May","03:30  <  04:00","%","37"
"Renewable electricity generation percentage","2021 May","04:00  <  04:30","%","37"
"Renewable electricity generation percentage","2021 May","04:30  <  05:00","%","36"
"Renewable electricity generation percentage","2021 May","05:00  <  05:30","%","36"
"Renewable electricity generation percentage","2021 May","05:30  <  06:00","%","35"
"Renewable electricity generation percentage","2021 May","06:00  <  06:30","%","33"
"Renewable electricity generation percentage","2021 May","06:30  <  07:00","%","31"
"Renewable electricity generation percentage","2021 May","07:00  <  07:30","%","30"
"Renewable electricity generation percentage","2021 May","07:30  <  08:00","%","30"
"Renewable electricity generation percentage","2021 May","08:00  <  08:30","%","30"
"Renewable electricity generation percentage","2021 May","08:30  <  09:00","%","30"
"Renewable electricity generation percentage","2021 May","09:00  <  09:30","%","31"
"Renewable electricity generation percentage","2021 May","09:30  <  10:00","%","32"
"Renewable electricity generation percentage","2021 May","10:00  <  10:30","%","33"
"Renewable electricity generation percentage","2021 May","10:30  <  11:00","%","34"
"Renewable electricity generation percentage","2021 May","11:00  <  11:30","%","34"
"Renewable electricity generation percentage","2021 May","11:30  <  12:00","%","35"
"Renewable electricity generation percentage","2021 May","12:00  <  12:30","%","37"
"Renewable electricity generation percentage","2021 May","12:30  <  13:00","%","39"
"Renewable electricity generation percentage","2021 May","13:00  <  13:30","%","40"
"Renewable electricity generation percentage","2021 May","13:30  <  14:00","%","41"
"Renewable electricity generation percentage","2021 May","14:00  <  14:30","%","41"
"Renewable electricity generation percentage","2021 May","14:30  <  15:00","%","41"
"Renewable electricity generation percentage","2021 May","15:00  <  15:30","%","41"
"Renewable electricity generation percentage","2021 May","15:30  <  16:00","%","40"
"Renewable electricity generation percentage","2021 May","16:00  <  16:30","%","39"
"Renewable electricity generation percentage","2021 May","16:30  <  17:00","%","38"
"Renewable electricity generation percentage","2021 May","17:00  <  17:30","%","38"
"Renewable electricity generation percentage","2021 May","17:30  <  18:00","%","37"
"Renewable electricity generation percentage","2021 May","18:00  <  18:30","%","37"
"Renewable electricity generation percentage","2021 May","18:30  <  19:00","%","37"
"Renewable electricity generation percentage","2021 May","19:00  <  19:30","%","37"
"Renewable electricity generation percentage","2021 May","19:30  <  20:00","%","36"
"Renewable electricity generation percentage","2021 May","20:00  <  20:30","%","36"
"Renewable electricity generation percentage","2021 May","20:30  <  21:00","%","36"
"Renewable electricity generation percentage","2021 May","21:00  <  21:30","%","36"
"Renewable electricity generation percentage","2021 May","21:30  <  22:00","%","37"
"Renewable electricity generation percentage","2021 May","22:00  <  22:30","%","38"
"Renewable electricity generation percentage","2021 May","22:30  <  23:00","%","37"
"Renewable electricity generation percentage","2021 May","23:00  <  23:30","%","37"
"Renewable electricity generation percentage","2021 May","23:30  <  00:00","%","37"
"Renewable electricity generation percentage","2021 June","00:00  <  00:30","%","31"
"Renewable electricity generation percentage","2021 June","00:30  <  01:00","%","31"
"Renewable electricity generation percentage","2021 June","01:00  <  01:30","%","31"
"Renewable electricity generation percentage","2021 June","01:30  <  02:00","%","31"
"Renewable electricity generation percentage","2021 June","02:00  <  02:30","%","31"
"Renewable electricity generation percentage","2021 June","02:30  <  03:00","%","30"
"Renewable electricity generation percentage","2021 June","03:00  <  03:30","%","30"
"Renewable electricity generation percentage","2021 June","03:30  <  04:00","%","30"
"Renewable electricity generation percentage","2021 June","04:00  <  04:30","%","30"
"Renewable electricity generation percentage","2021 June","04:30  <  05:00","%","29"
"Renewable electricity generation percentage","2021 June","05:00  <  05:30","%","28"
"Renewable electricity generation percentage","2021 June","05:30  <  06:00","%","27"
"Renewable electricity generation percentage","2021 June","06:00  <  06:30","%","26"
"Renewable electricity generation percentage","2021 June","06:30  <  07:00","%","24"
"Renewable electricity generation percentage","2021 June","07:00  <  07:30","%","23"
"Renewable electricity generation percentage","2021 June","07:30  <  08:00","%","23"
"Renewable electricity generation percentage","2021 June","08:00  <  08:30","%","23"
"Renewable electricity generation percentage","2021 June","08:30  <  09:00","%","24"
"Renewable electricity generation percentage","2021 June","09:00  <  09:30","%","26"
"Renewable electricity generation percentage","2021 June","09:30  <  10:00","%","27"
"Renewable electricity generation percentage","2021 June","10:00  <  10:30","%","28"
"Renewable electricity generation percentage","2021 June","10:30  <  11:00","%","29"
"Renewable electricity generation percentage","2021 June","11:00  <  11:30","%","29"
"Renewable electricity generation percentage","2021 June","11:30  <  12:00","%","30"
"Renewable electricity generation percentage","2021 June","12:00  <  12:30","%","31"
"Renewable electricity generation percentage","2021 June","12:30  <  13:00","%","32"
"Renewable electricity generation percentage","2021 June","13:00  <  13:30","%","33"
"Renewable electricity generation percentage","2021 June","13:30  <  14:00","%","34"
"Renewable electricity generation percentage","2021 June","14:00  <  14:30","%","34"
"Renewable electricity generation percentage","2021 June","14:30  <  15:00","%","34"
"Renewable electricity generation percentage","2021 June","15:00  <  15:30","%","34"
"Renewable electricity generation percentage","2021 June","15:30  <  16:00","%","33"
"Renewable electricity generation percentage","2021 June","16:00  <  16:30","%","32"
"Renewable electricity generation percentage","2021 June","16:30  <  17:00","%","31"
"Renewable electricity generation percentage","2021 June","17:00  <  17:30","%","31"
"Renewable electricity generation percentage","2021 June","17:30  <  18:00","%","30"
"Renewable electricity generation percentage","2021 June","18:00  <  18:30","%","29"
"Renewable electricity generation percentage","2021 June","18:30  <  19:00","%","29"
"Renewable electricity generation percentage","2021 June","19:00  <  19:30","%","28"
"Renewable electricity generation percentage","2021 June","19:30  <  20:00","%","27"
"Renewable electricity generation percentage","2021 June","20:00  <  20:30","%","27"
"Renewable electricity generation percentage","2021 June","20:30  <  21:00","%","26"
"Renewable electricity generation percentage","2021 June","21:00  <  21:30","%","26"
"Renewable electricity generation percentage","2021 June","21:30  <  22:00","%","27"
"Renewable electricity generation percentage","2021 June","22:00  <  22:30","%","28"
"Renewable electricity generation percentage","2021 June","22:30  <  23:00","%","28"
"Renewable electricity generation percentage","2021 June","23:00  <  23:30","%","29"
"Renewable electricity generation percentage","2021 June","23:30  <  00:00","%","30"
"Renewable electricity generation percentage","2021 July","00:00  <  00:30","%","19"
"Renewable electricity generation percentage","2021 July","00:30  <  01:00","%","19"
"Renewable electricity generation percentage","2021 July","01:00  <  01:30","%","19"
"Renewable electricity generation percentage","2021 July","01:30  <  02:00","%","19"
"Renewable electricity generation percentage","2021 July","02:00  <  02:30","%","19"
"Renewable electricity generation percentage","2021 July","02:30  <  03:00","%","19"
"Renewable electricity generation percentage","2021 July","03:00  <  03:30","%","19"
"Renewable electricity generation percentage","2021 July","03:30  <  04:00","%","19"
"Renewable electricity generation percentage","2021 July","04:00  <  04:30","%","18"
"Renewable electricity generation percentage","2021 July","04:30  <  05:00","%","18"
"Renewable electricity generation percentage","2021 July","05:00  <  05:30","%","17"
"Renewable electricity generation percentage","2021 July","05:30  <  06:00","%","16"
"Renewable electricity generation percentage","2021 July","06:00  <  06:30","%","16"
"Renewable electricity generation percentage","2021 July","06:30  <  07:00","%","15"
"Renewable electricity generation percentage","2021 July","07:00  <  07:30","%","14"
"Renewable electricity generation percentage","2021 July","07:30  <  08:00","%","13"
"Renewable electricity generation percentage","2021 July","08:00  <  08:30","%","13"
"Renewable electricity generation percentage","2021 July","08:30  <  09:00","%","13"
"Renewable electricity generation percentage","2021 July","09:00  <  09:30","%","13"
"Renewable electricity generation percentage","2021 July","09:30  <  10:00","%","13"
"Renewable electricity generation percentage","2021 July","10:00  <  10:30","%","13"
"Renewable electricity generation percentage","2021 July","10:30  <  11:00","%","13"
"Renewable electricity generation percentage","2021 July","11:00  <  11:30","%","13"
"Renewable electricity generation percentage","2021 July","11:30  <  12:00","%","14"
"Renewable electricity generation percentage","2021 July","12:00  <  12:30","%","14"
"Renewable electricity generation percentage","2021 July","12:30  <  13:00","%","15"
"Renewable electricity generation percentage","2021 July","13:00  <  13:30","%","15"
"Renewable electricity generation percentage","2021 July","13:30  <  14:00","%","15"
"Renewable electricity generation percentage","2021 July","14:00  <  14:30","%","16"
"Renewable electricity generation percentage","2021 July","14:30  <  15:00","%","16"
"Renewable electricity generation percentage","2021 July","15:00  <  15:30","%","16"
"Renewable electricity generation percentage","2021 July","15:30  <  16:00","%","16"
"Renewable electricity generation percentage","2021 July","16:00  <  16:30","%","17"
"Renewable electricity generation percentage","2021 July","16:30  <  17:00","%","16"
"Renewable electricity generation percentage","2021 July","17:00  <  17:30","%","17"
"Renewable electricity generation percentage","2021 July","17:30  <  18:00","%","17"
"Renewable electricity generation percentage","2021 July","18:00  <  18:30","%","17"
"Renewable electricity generation percentage","2021 July","18:30  <  19:00","%","17"
"Renewable electricity generation percentage","2021 July","19:00  <  19:30","%","17"
"Renewable electricity generation percentage","2021 July","19:30  <  20:00","%","16"
"Renewable electricity generation percentage","2021 July","20:00  <  20:30","%","16"
"Renewable electricity generation percentage","2021 July","20:30  <  21:00","%","17"
"Renewable electricity generation percentage","2021 July","21:00  <  21:30","%","18"
"Renewable electricity generation percentage","2021 July","21:30  <  22:00","%","19"
"Renewable electricity generation percentage","2021 July","22:00  <  22:30","%","20"
"Renewable electricity generation percentage","2021 July","22:30  <  23:00","%","20"
"Renewable electricity generation percentage","2021 July","23:00  <  23:30","%","20"
"Renewable electricity generation percentage","2021 July","23:30  <  00:00","%","20"
"Renewable electricity generation percentage","2021 August","00:00  <  00:30","%","29"
"Renewable electricity generation percentage","2021 August","00:30  <  01:00","%","29"
"Renewable electricity generation percentage","2021 August","01:00  <  01:30","%","29"
"Renewable electricity generation percentage","2021 August","01:30  <  02:00","%","29"
"Renewable electricity generation percentage","2021 August","02:00  <  02:30","%","29"
"Renewable electricity generation percentage","2021 August","02:30  <  03:00","%","29"
"Renewable electricity generation percentage","2021 August","03:00  <  03:30","%","29"
"Renewable electricity generation percentage","2021 August","03:30  <  04:00","%","28"
"Renewable electricity generation percentage","2021 August","04:00  <  04:30","%","29"
"Renewable electricity generation percentage","2021 August","04:30  <  05:00","%","28"
"Renewable electricity generation percentage","2021 August","05:00  <  05:30","%","28"
"Renewable electricity generation percentage","2021 August","05:30  <  06:00","%","28"
"Renewable electricity generation percentage","2021 August","06:00  <  06:30","%","27"
"Renewable electricity generation percentage","2021 August","06:30  <  07:00","%","26"
"Renewable electricity generation percentage","2021 August","07:00  <  07:30","%","25"
"Renewable electricity generation percentage","2021 August","07:30  <  08:00","%","24"
"Renewable electricity generation percentage","2021 August","08:00  <  08:30","%","24"
"Renewable electricity generation percentage","2021 August","08:30  <  09:00","%","24"
"Renewable electricity generation percentage","2021 August","09:00  <  09:30","%","25"
"Renewable electricity generation percentage","2021 August","09:30  <  10:00","%","25"
"Renewable electricity generation percentage","2021 August","10:00  <  10:30","%","26"
"Renewable electricity generation percentage","2021 August","10:30  <  11:00","%","26"
"Renewable electricity generation percentage","2021 August","11:00  <  11:30","%","26"
"Renewable electricity generation percentage","2021 August","11:30  <  12:00","%","26"
"Renewable electricity generation percentage","2021 August","12:00  <  12:30","%","26"
"Renewable electricity generation percentage","2021 August","12:30  <  13:00","%","28"
"Renewable electricity generation percentage","2021 August","13:00  <  13:30","%","29"
"Renewable electricity generation percentage","2021 August","13:30  <  14:00","%","29"
"Renewable electricity generation percentage","2021 August","14:00  <  14:30","%","29"
"Renewable electricity generation percentage","2021 August","14:30  <  15:00","%","29"
"Renewable electricity generation percentage","2021 August","15:00  <  15:30","%","28"
"Renewable electricity generation percentage","2021 August","15:30  <  16:00","%","27"
"Renewable electricity generation percentage","2021 August","16:00  <  16:30","%","26"
"Renewable electricity generation percentage","2021 August","16:30  <  17:00","%","25"
"Renewable electricity generation percentage","2021 August","17:00  <  17:30","%","25"
"Renewable electricity generation percentage","2021 August","17:30  <  18:00","%","25"
"Renewable electricity generation percentage","2021 August","18:00  <  18:30","%","24"
"Renewable electricity generation percentage","2021 August","18:30  <  19:00","%","24"
"Renewable electricity generation percentage","2021 August","19:00  <  19:30","%","23"
"Renewable electricity generation percentage","2021 August","19:30  <  20:00","%","22"
"Renewable electricity generation percentage","2021 August","20:00  <  20:30","%","22"
"Renewable electricity generation percentage","2021 August","20:30  <  21:00","%","23"
"Renewable electricity generation percentage","2021 August","21:00  <  21:30","%","24"
"Renewable electricity generation percentage","2021 August","21:30  <  22:00","%","26"
"Renewable electricity generation percentage","2021 August","22:00  <  22:30","%","27"
"Renewable electricity generation percentage","2021 August","22:30  <  23:00","%","27"
